epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,22994.6,1.56579,0.84083,0.88972,0.80124,0.63685,0.72497,0.38527,1.69035,0.97515,0.91095,0.004027,0.004027,0.004027
183,23122.6,1.57719,0.8467,0.8885,0.79707,0.6395,0.72493,0.38532,1.68917,0.97435,0.91106,0.003994,0.003994,0.003994
184,23219.4,1.5693,0.83816,0.89227,0.80135,0.63719,0.72505,0.38529,1.68886,0.97395,0.91104,0.003961,0.003961,0.003961
185,23316.8,1.55247,0.83458,0.88697,0.80061,0.63759,0.72474,0.38533,1.68917,0.97404,0.91106,0.003928,0.003928,0.003928
186,23412,1.5411,0.82169,0.89041,0.79836,0.64037,0.72528,0.38551,1.68969,0.97358,0.91112,0.003895,0.003895,0.003895
187,23528,1.55951,0.83164,0.88844,0.80236,0.63719,0.72569,0.38589,1.68952,0.97307,0.91104,0.003862,0.003862,0.003862
188,23668.5,1.55405,0.83167,0.88881,0.8042,0.63568,0.72612,0.38603,1.68943,0.97227,0.91101,0.003829,0.003829,0.003829
189,23772.4,1.55877,0.82991,0.88718,0.80334,0.63702,0.72651,0.38629,1.68915,0.97234,0.9109,0.003796,0.003796,0.003796
190,23871,1.55466,0.82667,0.88493,0.80514,0.63534,0.72645,0.38683,1.68936,0.9719,0.91104,0.003763,0.003763,0.003763
191,23998.3,1.55171,0.82484,0.88788,0.80234,0.63641,0.72571,0.38643,1.6897,0.97237,0.91088,0.00373,0.00373,0.00373
192,24135.6,1.55041,0.8194,0.88803,0.80163,0.63765,0.72554,0.38653,1.68991,0.97256,0.91091,0.003697,0.003697,0.003697
193,24237.4,1.53204,0.81584,0.88309,0.79995,0.63936,0.72594,0.38678,1.68817,0.97284,0.9108,0.003664,0.003664,0.003664
194,24335.3,1.5577,0.82394,0.8892,0.7979,0.64037,0.72542,0.38656,1.68899,0.97293,0.91065,0.003631,0.003631,0.003631
195,24516.6,1.55449,0.83193,0.88949,0.79763,0.64087,0.72568,0.38699,1.68849,0.97296,0.91063,0.003598,0.003598,0.003598
196,24645.9,1.52937,0.8111,0.88727,0.79813,0.64087,0.72558,0.38723,1.68876,0.97308,0.91065,0.003565,0.003565,0.003565
197,24781.3,1.54682,0.81982,0.88817,0.7975,0.64122,0.72639,0.38759,1.68815,0.97276,0.91067,0.003532,0.003532,0.003532
198,24886.5,1.53905,0.81294,0.88339,0.79825,0.63954,0.72561,0.38759,1.68763,0.97292,0.91051,0.003499,0.003499,0.003499
199,24982.3,1.52424,0.80522,0.88305,0.79814,0.63847,0.7258,0.38744,1.68778,0.9733,0.91051,0.003466,0.003466,0.003466
200,25132.2,1.53133,0.81407,0.88219,0.79702,0.63886,0.72605,0.38742,1.68691,0.97248,0.91042,0.003433,0.003433,0.003433
201,25269.2,1.52759,0.80934,0.88247,0.79751,0.63927,0.72597,0.38753,1.6867,0.97169,0.91041,0.0034,0.0034,0.0034
202,25434.4,1.51759,0.7978,0.88162,0.79788,0.6397,0.72618,0.38774,1.68626,0.97157,0.91043,0.003367,0.003367,0.003367
203,25555.2,1.51895,0.80715,0.88421,0.79696,0.63973,0.7263,0.38811,1.68671,0.97079,0.91031,0.003334,0.003334,0.003334
204,25655.8,1.53718,0.81283,0.88306,0.79709,0.63893,0.72631,0.38842,1.68597,0.97135,0.91038,0.003301,0.003301,0.003301
205,25788.6,1.52087,0.79924,0.88003,0.79785,0.63903,0.72676,0.38852,1.68617,0.97092,0.91032,0.003268,0.003268,0.003268
206,25883.8,1.51933,0.80253,0.88199,0.79976,0.6392,0.72736,0.38865,1.68478,0.97165,0.9103,0.003235,0.003235,0.003235
207,26109.3,1.51948,0.79846,0.87978,0.79899,0.63986,0.72737,0.38898,1.68452,0.97129,0.91031,0.003202,0.003202,0.003202
208,26243,1.52365,0.80458,0.88435,0.79898,0.64003,0.72736,0.38913,1.68269,0.97186,0.91008,0.003169,0.003169,0.003169
209,26343.2,1.50621,0.79101,0.87795,0.7982,0.63987,0.72752,0.38935,1.68293,0.97356,0.91003,0.003136,0.003136,0.003136
210,26438.2,1.51044,0.79618,0.88262,0.79523,0.64154,0.72739,0.38933,1.68218,0.97312,0.90997,0.003103,0.003103,0.003103
211,26561.8,1.50586,0.79146,0.88015,0.79604,0.64171,0.72777,0.38979,1.68167,0.97225,0.90985,0.00307,0.00307,0.00307
212,26691.9,1.51289,0.79849,0.88251,0.79465,0.64171,0.7276,0.38966,1.67992,0.97317,0.90979,0.003037,0.003037,0.003037
213,26821.9,1.50098,0.79333,0.87748,0.79388,0.64238,0.72802,0.38976,1.67939,0.97262,0.90978,0.003004,0.003004,0.003004
214,26950.9,1.49148,0.7891,0.87779,0.79332,0.64322,0.72795,0.39006,1.67849,0.97183,0.90973,0.002971,0.002971,0.002971
215,27081.1,1.49205,0.78799,0.87937,0.79296,0.64422,0.72908,0.39111,1.6775,0.97192,0.90966,0.002938,0.002938,0.002938
216,27219.1,1.50033,0.78402,0.87843,0.79369,0.64442,0.72899,0.39137,1.67724,0.9726,0.90971,0.002905,0.002905,0.002905
217,27315.5,1.47787,0.778,0.87765,0.7942,0.64439,0.7292,0.39117,1.67761,0.97209,0.90972,0.002872,0.002872,0.002872
218,27409.6,1.48764,0.78625,0.87483,0.79386,0.64523,0.72987,0.39205,1.67575,0.97216,0.90942,0.002839,0.002839,0.002839
219,27542.5,1.49806,0.78142,0.87816,0.79298,0.64523,0.73028,0.39253,1.67459,0.97279,0.90945,0.002806,0.002806,0.002806
220,27675.1,1.50972,0.78883,0.87782,0.79284,0.64556,0.7299,0.39242,1.67464,0.97281,0.90948,0.002773,0.002773,0.002773
221,27777,1.47563,0.77781,0.87534,0.79462,0.6459,0.73062,0.39304,1.67348,0.97308,0.90953,0.00274,0.00274,0.00274
222,27873.6,1.49864,0.78679,0.87709,0.79343,0.6464,0.73041,0.3933,1.6734,0.97419,0.90953,0.002707,0.002707,0.002707
223,28001.3,1.4863,0.77937,0.87614,0.79393,0.64757,0.73071,0.39319,1.67232,0.97404,0.90955,0.002674,0.002674,0.002674
224,28129.7,1.49486,0.7836,0.87493,0.79533,0.64701,0.73073,0.39342,1.67293,0.97536,0.90954,0.002641,0.002641,0.002641
225,28256.7,1.49215,0.781,0.87579,0.79552,0.64623,0.7304,0.39298,1.6729,0.9752,0.90944,0.002608,0.002608,0.002608
226,28398.9,1.49401,0.78052,0.87749,0.79501,0.6469,0.73089,0.39353,1.67345,0.97559,0.9095,0.002575,0.002575,0.002575
227,28517.2,1.47789,0.77262,0.87337,0.79652,0.64657,0.73059,0.39381,1.67276,0.97549,0.90934,0.002542,0.002542,0.002542
228,28614,1.45796,0.76393,0.87745,0.79279,0.64724,0.73044,0.39357,1.67339,0.97662,0.90939,0.002509,0.002509,0.002509
229,28744.2,1.46128,0.76263,0.87265,0.79153,0.64871,0.73056,0.39401,1.67377,0.97621,0.90931,0.002476,0.002476,0.002476
230,28876.9,1.45838,0.76306,0.87491,0.79124,0.64807,0.73025,0.39359,1.67369,0.97806,0.90939,0.002443,0.002443,0.002443
231,29012.6,1.4846,0.77378,0.87582,0.79105,0.64908,0.73086,0.39364,1.67351,0.97716,0.90934,0.00241,0.00241,0.00241
232,29110.2,1.47164,0.77351,0.87559,0.79108,0.64941,0.731,0.39394,1.67291,0.97759,0.90939,0.002377,0.002377,0.002377
233,29206.2,1.48531,0.77488,0.87303,0.79075,0.64941,0.73098,0.3937,1.67346,0.97802,0.90936,0.002344,0.002344,0.002344
234,29325.3,1.48988,0.77767,0.87823,0.79125,0.64951,0.73088,0.39432,1.67358,0.97788,0.9095,0.002311,0.002311,0.002311
235,29424.6,1.45546,0.75628,0.87264,0.79271,0.64925,0.73114,0.39408,1.67328,0.9778,0.90941,0.002278,0.002278,0.002278
236,29523.2,1.45999,0.76323,0.87392,0.79435,0.64908,0.7315,0.39447,1.67362,0.97892,0.90953,0.002245,0.002245,0.002245
237,29654.5,1.46456,0.76291,0.87513,0.79102,0.64975,0.73137,0.39433,1.67362,0.97882,0.90955,0.002212,0.002212,0.002212
238,29775.7,1.45649,0.7566,0.87239,0.79095,0.64962,0.73119,0.3945,1.67318,0.97904,0.90945,0.002179,0.002179,0.002179
239,29875.4,1.45415,0.75361,0.87094,0.78935,0.65027,0.7307,0.39438,1.67284,0.97889,0.90939,0.002146,0.002146,0.002146
240,29984.2,1.46329,0.7591,0.86892,0.79123,0.64925,0.73103,0.39396,1.67316,0.98032,0.9094,0.002113,0.002113,0.002113
241,30125.6,1.44787,0.75356,0.8698,0.79341,0.64925,0.7318,0.39463,1.6714,0.97896,0.9093,0.00208,0.00208,0.00208
242,30224.4,1.46178,0.75983,0.87381,0.79551,0.64771,0.73156,0.39427,1.67273,0.98091,0.90934,0.002047,0.002047,0.002047
243,30318.5,1.45238,0.75295,0.87042,0.79657,0.64737,0.73133,0.39443,1.67295,0.98128,0.90934,0.002014,0.002014,0.002014
244,30445.8,1.44348,0.75369,0.87405,0.7965,0.64791,0.73203,0.39444,1.67231,0.98012,0.90919,0.001981,0.001981,0.001981
245,30583,1.43443,0.74555,0.86988,0.79589,0.64859,0.73217,0.39475,1.6711,0.9798,0.90914,0.001948,0.001948,0.001948
246,30713.7,1.44716,0.74857,0.87072,0.7954,0.64792,0.7322,0.39448,1.6722,0.98036,0.90929,0.001915,0.001915,0.001915
247,30848.3,1.43961,0.74642,0.86988,0.7953,0.64817,0.73209,0.39466,1.67106,0.98117,0.90918,0.001882,0.001882,0.001882
248,30949.2,1.42575,0.74155,0.87012,0.79567,0.64807,0.73285,0.39467,1.67153,0.98119,0.90927,0.001849,0.001849,0.001849
249,31045,1.43159,0.74617,0.8668,0.7975,0.64716,0.73291,0.39453,1.6712,0.98164,0.90935,0.001816,0.001816,0.001816
250,31188.2,1.42387,0.73606,0.86802,0.799,0.64757,0.73366,0.39484,1.67094,0.98129,0.90911,0.001783,0.001783,0.001783
251,31322.4,1.42748,0.7415,0.86691,0.80016,0.64757,0.73385,0.39443,1.67145,0.98153,0.90916,0.00175,0.00175,0.00175
252,31467.9,1.44234,0.75011,0.86696,0.80074,0.64724,0.73423,0.39499,1.67132,0.98179,0.90932,0.001717,0.001717,0.001717
253,31598.6,1.43663,0.74398,0.8684,0.80106,0.64616,0.73372,0.39516,1.67104,0.98247,0.90929,0.001684,0.001684,0.001684
254,31725.1,1.42553,0.73904,0.86954,0.79904,0.64824,0.73393,0.39518,1.67116,0.982,0.90912,0.001651,0.001651,0.001651
255,31867.1,1.42063,0.73567,0.86514,0.7989,0.64947,0.73435,0.395,1.67114,0.98223,0.90914,0.001618,0.001618,0.001618
256,31967.3,1.42847,0.73627,0.86608,0.80047,0.64774,0.73419,0.39481,1.67158,0.98235,0.90919,0.001585,0.001585,0.001585
257,32064.2,1.42399,0.74012,0.86644,0.79925,0.64774,0.73406,0.39506,1.67044,0.98264,0.90894,0.001552,0.001552,0.001552
258,32197.4,1.4216,0.73922,0.86605,0.8018,0.64647,0.73362,0.3952,1.66971,0.98306,0.90888,0.001519,0.001519,0.001519
259,32334,1.41502,0.73331,0.86727,0.7997,0.64737,0.73404,0.39511,1.6697,0.98408,0.90876,0.001486,0.001486,0.001486
260,32436.2,1.39744,0.72064,0.8667,0.80077,0.64791,0.73452,0.39548,1.66987,0.98542,0.90869,0.001453,0.001453,0.001453
261,32538,1.40478,0.73035,0.86587,0.80217,0.64662,0.73387,0.39517,1.66936,0.98541,0.90853,0.00142,0.00142,0.00142
262,32921,1.41341,0.73262,0.8628,0.8003,0.6469,0.73341,0.39551,1.66913,0.98555,0.90867,0.001387,0.001387,0.001387
263,33055.1,1.40135,0.72632,0.86602,0.80606,0.64538,0.73405,0.39522,1.66891,0.98586,0.90855,0.001354,0.001354,0.001354
264,33163.2,1.4041,0.72171,0.86362,0.80349,0.64539,0.7337,0.39555,1.66763,0.98567,0.90862,0.001321,0.001321,0.001321
265,33384.7,1.4182,0.73118,0.86378,0.80103,0.64556,0.73295,0.39528,1.66886,0.98488,0.90879,0.001288,0.001288,0.001288
266,33534.2,1.4063,0.72706,0.86411,0.80274,0.64539,0.73318,0.39559,1.66941,0.98595,0.90886,0.001255,0.001255,0.001255
267,33637.4,1.39385,0.71563,0.85949,0.80332,0.64539,0.73305,0.39553,1.66931,0.98672,0.90892,0.001222,0.001222,0.001222
268,33734.1,1.38893,0.71572,0.86328,0.80328,0.64523,0.73349,0.39551,1.66812,0.98661,0.90882,0.001189,0.001189,0.001189
269,33903.6,1.40799,0.72247,0.86266,0.80448,0.64578,0.73378,0.39563,1.66849,0.98738,0.90881,0.001156,0.001156,0.001156
270,34038,1.39539,0.71337,0.86446,0.80575,0.64411,0.73383,0.39571,1.66866,0.98682,0.90873,0.001123,0.001123,0.001123
271,34178,1.39994,0.71761,0.86316,0.80662,0.64372,0.73379,0.39579,1.66797,0.98759,0.9087,0.00109,0.00109,0.00109
272,34310.5,1.37942,0.70921,0.86383,0.8062,0.64405,0.73394,0.39624,1.66786,0.98713,0.90878,0.001057,0.001057,0.001057
273,34483.9,1.37991,0.70842,0.86046,0.8077,0.64204,0.734,0.39666,1.66691,0.98791,0.90867,0.001024,0.001024,0.001024
274,34607.9,1.38665,0.70852,0.86257,0.80556,0.64255,0.73428,0.39638,1.66783,0.98767,0.9087,0.000991,0.000991,0.000991
275,34744.8,1.38484,0.7131,0.86004,0.80585,0.64271,0.73379,0.39683,1.66704,0.98794,0.90872,0.000958,0.000958,0.000958
276,34907.7,1.37695,0.70557,0.86092,0.80459,0.64238,0.73385,0.3969,1.66765,0.98724,0.90882,0.000925,0.000925,0.000925
277,35006.8,1.37833,0.71094,0.85849,0.80514,0.64228,0.73346,0.39781,1.66686,0.98812,0.90873,0.000892,0.000892,0.000892
278,35131.4,1.38118,0.71468,0.8597,0.80499,0.64303,0.73422,0.39751,1.66681,0.98778,0.90868,0.000859,0.000859,0.000859
279,35253.5,1.38225,0.7061,0.86004,0.80247,0.64444,0.73453,0.3976,1.66684,0.98796,0.90882,0.000826,0.000826,0.000826
280,35353.9,1.3724,0.70127,0.85854,0.80531,0.64456,0.73504,0.39808,1.66645,0.9874,0.90882,0.000793,0.000793,0.000793
281,35450.6,1.37306,0.7036,0.85948,0.80609,0.64439,0.73478,0.398,1.66686,0.9871,0.90891,0.00076,0.00076,0.00076
282,35552.6,1.35475,0.6924,0.86026,0.80466,0.64405,0.73462,0.39819,1.66652,0.9865,0.90879,0.000727,0.000727,0.000727
283,35711.6,1.37015,0.70055,0.85965,0.80583,0.64372,0.73459,0.39805,1.66654,0.98658,0.90869,0.000694,0.000694,0.000694
284,35806.8,1.35589,0.69301,0.85576,0.80616,0.64539,0.73478,0.39821,1.66698,0.9871,0.90899,0.000661,0.000661,0.000661
285,35934.5,1.35559,0.69504,0.85737,0.806,0.64573,0.73524,0.39891,1.66692,0.98697,0.90878,0.000628,0.000628,0.000628
286,36087.4,1.36766,0.70172,0.85625,0.80537,0.64489,0.73455,0.39814,1.66711,0.98697,0.90887,0.000595,0.000595,0.000595
287,36225.7,1.35516,0.69012,0.85876,0.80539,0.64538,0.73523,0.39843,1.66809,0.98706,0.90913,0.000562,0.000562,0.000562
288,36413.3,1.35653,0.69034,0.86163,0.80488,0.64538,0.73528,0.39823,1.66884,0.98628,0.90897,0.000529,0.000529,0.000529
289,36510.6,1.33592,0.68485,0.85509,0.80502,0.64556,0.73533,0.39838,1.66855,0.98677,0.9092,0.000496,0.000496,0.000496
290,36608.8,1.34621,0.68764,0.85731,0.80549,0.64439,0.73543,0.39823,1.66935,0.98716,0.90907,0.000463,0.000463,0.000463
291,36801.7,1.31973,0.66711,0.86317,0.8061,0.64422,0.73481,0.39813,1.66967,0.98752,0.90898,0.00043,0.00043,0.00043
292,36951.7,1.30008,0.65327,0.85739,0.80629,0.64424,0.73551,0.39867,1.66953,0.9878,0.90913,0.000397,0.000397,0.000397
293,37048.8,1.30693,0.65244,0.85781,0.80524,0.64338,0.73463,0.3986,1.66871,0.98844,0.90906,0.000364,0.000364,0.000364
294,37145.1,1.28749,0.64548,0.85579,0.80569,0.64322,0.73527,0.39857,1.66983,0.98851,0.90917,0.000331,0.000331,0.000331
295,37277,1.29502,0.64658,0.85736,0.80604,0.6439,0.73527,0.39865,1.6692,0.9885,0.9091,0.000298,0.000298,0.000298
296,37373.3,1.28568,0.64297,0.85729,0.80599,0.64305,0.73456,0.39809,1.66969,0.98961,0.90909,0.000265,0.000265,0.000265
297,37466.7,1.28494,0.64488,0.85535,0.8074,0.64372,0.73498,0.39803,1.67036,0.98924,0.90929,0.000232,0.000232,0.000232
298,37642.7,1.27144,0.64202,0.85584,0.80561,0.64523,0.73549,0.39803,1.67055,0.98942,0.90931,0.000199,0.000199,0.000199
299,37777.6,1.27821,0.63943,0.8545,0.80631,0.64439,0.73516,0.39797,1.67075,0.98991,0.9093,0.000166,0.000166,0.000166
300,37880.1,1.28027,0.64295,0.85315,0.80837,0.64302,0.73503,0.39794,1.67113,0.99019,0.90944,0.000133,0.000133,0.000133
